"","Attr27","Attr34","Attr46","Attr58","Attr56","Attr24","target"
"8632",1.3218,0.29526,0.32796,0.90628,0.09372,0.27952,"0"
"8633",0.046108,3.1631,1.5243,1.0211,-0.010507,-0.012194,"0"
"8634",71.475,2.402,1.1179,0.96294,0.036811,0.32654,"0"
"8635",-1.583,17.219,1.2777,1.0042,-0.0031022,0.07934,"1"
"8636",4.6574,4.624,1.3286,0.93372,0.084998,0.16767,"0"
"8637",0,2.1289,1.0107,0.80469,0.19649,-0.10401,"0"
"8638",2.5183,2.8107,0.27063,0.98432,0.019637,0.089351,"0"
"8639",-0.1214,-0.051449,0.88697,1.0003,-0.000308,-0.044935,"0"
"8640",-17.9272800355102,-0.80327,0.3894,1.4566,-0.45665,-0.47438,"1"
"8641",0.2113,0.52052,1.8212,0.9815,0.018501,0.52984,"0"
"8642",2.8548,2.7421,0.84578,0.91379,0.10376,0.16832,"0"
"8643",1.6726,4.1255,0.92152,0.94973,0.06171,0.51642,"0"
"8644",-2.088,1.5168,1.147,0.9161,0.10068,-0.030349,"0"
"8645",7.1375,5.8263,1.2878,0.97899,0.028837,0.088169,"0"
"8646",0,0.96569,1.4692,0.69364,0.33068,0.03651,"0"
"8647",0.54322,0.10138,0.73829,0.9522,0.047804,0.023331,"0"
"8648",-0.41747,-0.07305,0.56745,1.2573,-0.25734,-0.3331,"0"
"8649",2.5484,9.9338,1.8035,0.96821,0.03174,0.2677,"0"
"8650",2.8875,0.85497,0.95865,0.79004,0.20996,0.63146,"0"
"8651",236.8,2.3396,3.0594,0.58849,0.36703,0.40711,"0"
"8652",0,1.6299,1.5223,0.81366,0.20211,0.012234,"0"
"8653",0.07894,0.036136,0.48194,0.9877,0.012296,-0.012324,"0"
"8654",11.987,10.885,3.4678,0.9509,0.052379,0.52591,"0"
"8655",-2.0118,1.541,0.54555,1.03,-0.013883,-0.17654,"0"
"8656",-0.16566,-0.11619,0.36595,1.0167,-0.016656,0.040384,"0"
"8657",-0.98426,-0.087772,0.38617,1.0331,-0.033094,-0.10712,"0"
"8658",0.10975,0.059928,1.2798,0.983,0.016999,-0.042388,"0"
"8659",-1.4295,-0.12482,0.33739,1.0775,-0.077539,0.10718,"0"
"8660",0.62127,0.071311,0.89495,0.92488,0.075116,0.066551,"0"
"8661",2.0256,1.6698,1.8753,0.94742,0.097993,0.27897,"0"
"8662",-23.5825091113374,-0.2662,1.0172,1.0833,-0.083265,-0.11958,"1"
"8663",2392.08062982711,7.5877,4.6683,0.94682,0.032714,0.064164,"0"
"8664",-0.14239,-0.063189,1.1888,1.0239,-0.023866,0.12607,"0"
"8665",-0.99936,1.8663,5.9895,1.3254,0.15264,-0.42643,"0"
"8666",1.0732,0.71427,1.29,0.90048,0.099523,0.69034,"0"
"8667",18.6,4.2792,1.4547,0.96793,0.029215,-0.009145,"0"
"8668",80.105,2.6479,1.2279,0.75256,0.26708,0.50772,"0"
"8669",-7.5169,102.95,44.286,1.3902,-0.42846,-2.8453,"0"
"8670",27.338,6.0282,0.75003,0.98107,0.01833,0.053098,"0"
"8671",7.5993,19.79,1.0128,0.839235016974196,0.162475881252838,2.0752,"1"
"8672",38.509,2.7256,1.6842,0.73487,0.32428,0.57654,"0"
"8673",-0.94955,-0.91699,1.6236,1.142,-0.142,-0.098568,"0"
"8674",-1.5507,-0.25744,0.30689,1.1929,-0.19295,-0.025147,"0"
"8675",19.157,5.4539,1.2524,0.81917,0.1898,0.056873,"0"
"8676",12.531,7.6213,0.98571,0.43916,0.56084,0.46065,"0"
"8677",0.51922,0.14404,0.63177,0.96616,0.033838,0.11998,"0"
"8678",0,1.1119,0.73887,0.70489,0.32795,0.11749,"0"
"8679",4.06,1.0442,0.19338,0.901,0.12489,0.071808,"0"
"8680",3.8697,0.91983,1.0937,0.95357,0.038153,0.28187,"0"
"8681",0.56582,0.15232,0.3017,0.95806,0.041941,0.064719,"0"
"8682",17.667,4.6324,0.27483,1.0176,0.0038928,0.0379,"0"
"8683",-12.153,1.4373,0.13352,1.3856,-0.32899,-3.5854,"1"
"8684",5.4579,4.8517,0.62681,0.95726,0.063809,0.11309,"0"
"8685",0.24842,0.089387,0.84105,1.0265,-0.026491,0.060893,"0"
"8686",1.13262632305271,0.08074,1.0012,0.9854,0.014604,0.073025,"1"
"8687",0.42857,1.9115,0.90571,1.0201,0.039084,-0.41322,"0"
"8688",29.826,2.8447,0.58944,0.90883,0.020544,0.23544,"0"
"8689",1.464,2.4596,0.68568,0.98168,0.0045528,-0.010349,"0"
"8690",4.0877,1.6041,7.3585,0.72947,0.27053,0.15412,"0"
"8691",2.3275,4.7671,2.2176,0.81493,0.18507,0.39292,"0"
"8692",1.4202,1.112,0.15702,0.98119,0.060315,0.0072632,"0"
"8693",85.825,20.998,8.2472,0.80257,0.20257,0.9136,"0"
"8694",1.3609,0.60685,1.0954,0.88098,0.11902,0.43745,"0"
"8695",7.9085,4.7369,1.3118,0.98096,0.019157,0.35111,"0"
"8696",0.35186,0.096945,1.0056,0.96282,0.037177,0.07805,"0"
"8697",1.1513,3.4051,7.7465,0.91417,0.085834,0.51461,"0"
"8698",-1.6696,-0.77286,1.8638,1.0942,-0.094187,-0.38417,"0"
"8699",1.2565,0.13869,0.47161,0.76324,0.23676,0.067452,"0"
"8700",0,2.3866,1.6159,0.21945,0.79235,0.39408,"0"
"8701",7.3213,1.8308,2.9313,0.94316,0.066411,0.15016,"0"
"8702",39.565,12.042,1.7729,0.9141,0.089894,0.59109,"0"
"8703",-16.063,10.354,1.0191,1.0099,-0.033602,-0.0051764,"0"
"8704",0,0,9.9873,0.004096,0.84437730861131,0.67011,"0"
"8705",14.2281497002194,3.1399,1.2422,0.87441,0.14933,0.35174,"0"
"8706",0.50043,1.1514,6.2229,0.95159,0.048412,0.3879,"0"
"8707",3.9804,1.3902,0.71018,0.89054,0.14783,0.11331,"0"
"8708",71.5,7.6521,2.6048,0.84967,0.15839,0.47859,"0"
"8709",2.8206,0.83221,0.95358,1.0506,-0.023941,0.040733,"0"
"8710",1.4578,0.31918,0.84352,0.78308,0.2931,0.014633,"1"
"8711",0,0,0.48298,1.5353e-06,0.994546337755041,0.0095325,"0"
"8712",-0.28792,6.6175,0.68667,1.0224,-0.006324,0.18928,"0"
"8713",-8.5182,7.7488,2.5787,1.1429,-0.14664,0.30212,"0"
"8714",1.5477,1.322,1.2039,0.86468,0.13532,0.28199,"0"
"8715",4.6092,1.9104,0.95975,0.97118,0.035396,0.095194,"0"
"8716",2.1555,2.3014,0.64616,0.98164,0.027212,0.04244,"0"
"8717",0.35129,0.10401,0.88214,0.95819,0.041807,0.10307,"0"
"8718",0.30858,0.16936,1.5646,0.972,0.028002,0.2167,"0"
"8719",619.58,12.025,2.8656,0.95147,0.044754,0.333939343743002,"0"
"8720",0,1.0591,0.56952,0.46573,0.53766,0.26573,"0"
"8721",1.6505,1.2082,2.5581,0.86939,0.13061,0.57377,"0"
"8722",19.247,4.0535,1.5104,0.90277,0.091594,0.15337,"0"
"8723",2.1145,3.6112,0.58392,0.98548,0.022772,0.09564,"0"
"8724",17.18,5.138,1.3439,0.91956,0.085312,0.26436,"0"
"8725",-0.65929,-0.087542,0.43248,1.041,-0.040978,-0.3626,"0"
"8726",108.75,11.889,4.4581,0.85792,0.13758,0.71781,"0"
"8727",14470,5.7867,2.4567,0.71663,0.26172,1.476,"0"
"8728",0.1674,0.09406,0.61669,0.98409,0.015912,0.15496,"0"
"8729",0.59107,0.16119,0.29487,0.95557,0.044431,0.1486,"0"
"8730",-0.28451,-0.51063,1.377,1.0495,-0.04952,-0.0087341,"0"
"8731",-0.81818,0.241,0.97345,1.0545,-0.054545,-0.17042,"1"
"8732",-114.11,4.9634,14.126,2.5866,-2.1687,1.4231,"0"
"8733",4.1144,26.485,0.92554,0.99647,0.005613,0.017566,"0"
"8734",81.141,9.7266,4.4929,0.81269,0.1926,0.71886,"0"
"8735",6.5737,5.0858,1.705,0.84639,0.16669,0.42234,"0"
"8736",-3.90547113920768,-0.23398,0.26558,1.1329,-0.13293,-0.28803,"1"
"8737",0.81127,4.9769,0.31721,0.98106,0.019012,0.13448,"0"
"8738",0.36327,0.10642,2.0931,0.99914,0.00086125,-0.28195,"0"
"8739",0.074193,0.032276,0.99469,0.97773,0.022269,0.11314,"0"
"8740",38.479,6.1393,1.8078,0.95048,0.051192,0.89512,"0"
"8741",1.5745,4.8273,2.4046,0.94813,0.079622,0.36372,"0"
"8742",0,1.3682,0.96627,0.88697,0.11337,0.049383,"0"
"8743",568.99,8.5398,1.6875,0.86803,0.12903,1.2806,"0"
"8744",0.53705,0.14405,0.31384,0.94425,0.055746,-0.2561,"0"
"8745",3.2615,11.075,0.91778,0.98956,0.016944,0.22849,"0"
"8746",0,3.9662,0.52614,0.89792,0.15403,0.098695,"0"
"8747",1.8785,3.061,1.0722,0.97463,0.053213,-0.10641,"0"
"8748",-0.580689829056066,0.001686,0.055515,1.0126,-0.01261,-0.3777,"1"
"8749",14.583,5.389,1.0058,0.89407,0.10537,0.81338,"0"
"8750",66.866,8.5316,1.7504,0.96605,0.035731,0.80718,"0"
"8751",2.6564,5.3993,1.3845,0.98084,0.026876,0.036285,"0"
"8752",-6.20840632874488,-0.23916,0.43949,1.0456,-0.045618,-0.19814,"1"
"8753",1.0247,0.23099,0.98019,0.919,0.080999,0.093113,"0"
"8754",0.99153,0.28269,0.65715,0.91024,0.089758,0.19796,"0"
"8755",-0.56416,0.45748,2.0288,1.0461,-0.018718,0.028065,"0"
"8756",0.99561,0.4238,0.72791,0.91074,0.089255,0.31431,"0"
"8757",2.0237,0.1644,0.26699,0.94542,0.054576,-0.056991,"0"
"8758",3.4003,3.35,0.81832,0.97112,0.032827,0.07446,"0"
"8759",35.835,5.5433,0.87424,0.94007,0.059031,0.22019,"0"
"8760",0.17614,0.072104,1.1846,0.99977,0.00023,0.021876,"0"
"8761",3.005,7.3988,5.5719,0.92802,0.12643,0.21115,"0"
"8762",-60.464,6.2543,1.1836,1.1039,-0.10208,-0.71184,"0"
"8763",2.771,4.4196,0.9709,0.99582,0.0059416,0.06863,"0"
"8764",0.617483395851347,-0.024092,0.044613,1.0772,-0.077171,0.24736,"1"
"8765",0,3.7705,2.7718,0.51905,0.50196,0.34725,"0"
"8766",1.4896,9.1412,3.5014,0.97236,0.084034,0.46137,"0"
"8767",28.369,6.9315,2.8054,0.89798,0.10688,0.19863,"0"
"8768",0.7029,0.30878,1.1453,0.93117,0.068828,0.39966,"0"
"8769",0.74637,0.063152,0.23215,0.9737,0.026298,0.12313,"0"
"8770",0.82518,0.20787,0.67077,0.92469,0.075312,0.19595,"0"
"8771",0.87768,0.4532,1.0945,1.0937,-0.093686,-0.095759,"0"
"8772",12.55,6.7312,0.90878,0.93346,0.075814,0.20796,"0"
"8773",-0.19451,-0.12047,2.2356,1.0286,-0.028576,-0.066082,"0"
"8774",0.34331,0.22886,1.0635,0.96816,0.031839,0.28103,"0"
"8775",521.51,21.4212768265061,6.9508,0.92268,0.080374,1.1626,"0"
"8776",0.8077,0.18816,1.2401,0.94525,0.054745,0.44571,"0"
"8777",2.2111,0.85227,1.787,0.82054,0.17946,1.2234,"0"
"8778",25.446,5.2647,1.7586,0.95452,0.039233,0.50941,"0"
"8779",26.279,5.5239,0.8592,0.90472,0.092211,0.1062,"0"
"8780",0,0.35149,2.7375,0.16228,0.89657,0.45456,"0"
"8781",6.1753,6.0821,1.8556,0.87936,0.10849,0.38031,"0"
"8782",4.4179,3.8788,1.0043,0.86264,0.18141,1.124,"0"
"8783",0.46136,4.3237,0.69003,1.002,0.017884,0.054612,"0"
"8784",2.0819,0.2498,1.0355,0.82696,0.17304,0.26053,"0"
"8785",3.0879,0.99293,1.9147,0.7684,0.2316,1.1122,"0"
"8786",2.7781,1.6014,0.44906,0.86197,0.1696,0.23459,"0"
"8787",0,4.8292,1.086,0.90603,0.10257,0.083208,"0"
"8788",1.2036,0.99135,1.5695,0.89828,0.10172,0.66809,"0"
"8789",0,9.6241,0.96634,0.85321,0.14831,0.17742,"0"
"8790",-459.17724038549,10.73,2.7238,1.138,-0.1201,0.34866,"0"
"8791",3083.31356589998,3.02733901618916,19.2435562446586,0.32014,0.67983,0.60072,"0"
"8792",7.172,2.5543,0.54757,0.89229,0.13714,-0.041929,"0"
"8793",0,1.7936,0.85998,0.92955,0.078987,-0.040301,"0"
"8794",2.4295,2.9576,5.1963,0.79976,0.20024,0.52774,"0"
"8795",0.93158,0.084322,0.34407,1.0645,-0.064522,-0.53776,"0"
"8796",-3.752,4.6242,0.88615,1.0313,-0.034147,-0.068907,"0"
"8797",0.39854,1.558,0.68943,0.73546,0.28542,0.10309,"0"
"8798",10.285,12.578,2.1502,0.91098,0.092137,0.16964,"0"
"8799",44.601,5.06,1.8277,0.73161,0.26615,0.56801,"0"
"8800",0.36871,0.91466,0.45031,1.0298,0.02974,0.12289,"0"
"8801",2.0136,30.395,2.9894,0.99123,0.0026828,0.062047,"0"
"8802",11.422,14.618,12.929,0.6248,0.031049,0.61078,"0"
"8803",10255,11.758,3.4168,0.79772,0.20249,0.72875,"0"
"8804",-0.10399,-0.052132,0.60471,1.0385,-0.038508,-0.14492,"0"
"8805",1.1768,3.7562,2.3573,0.96223,0.038769,0.3845,"0"
"8806",-0.61388,-0.11631,0.2742,1.0582,-0.058214,-0.31924,"0"
"8807",1.6024,0.81102,1.7765,0.85494,0.14506,0.30661,"0"
"8808",0.83443,0.27746,3.4542,0.91621,0.083787,0.28805,"0"
"8809",0.53867,0.5574,2.2996,1.0252,-0.025169,0.16092,"0"
"8810",0.36659,0.11909,0.24867,0.97098,0.029024,0.099809,"0"
"8811",0,4.3635,1.1839,0.85533,0.14831,0.24067,"0"
"8812",-2.0791,-0.59738,0.45415,1.2543,-0.25434,-0.91875,"0"
"8813",4.579,4.7525,1.1128,0.91037,0.11904,0.63439,"0"
"8814",0.38797,30.156,6.4686,0.99257,-0.0020321,0.042229,"0"
"8815",-1.958,-1.5841,35.63,1.2215,-0.22155,0.26169,"0"
"8816",0.23863,0.061636,0.5688,1.006,-0.006017,0.049574,"0"
"8817",0.20009,0.28821,2.008,0.97771,0.022294,0.3212,"0"
"8818",2.7821,3.4689,0.40303,0.87975,0.14029,0.14758,"0"
"8819",0.11157,0.037537,0.59928,0.97994,0.020062,0.11312,"0"
"8820",1.3578,0.14161,0.34576,0.8825,0.1175,0.086896,"0"
"8821",1.0439,0.43711,1.0969,0.90999,0.090005,0.27959,"0"
"8822",2.7406,1.0086,2.4112,0.78603,0.21397,0.64591,"0"
"8823",0,10.386,18.523,1.0528,0.11887,1.9452,"0"
"8824",1.0948,2.8801,0.63465,0.99904,0.016946,-0.20522,"0"
"8825",5.7408,1.3447,0.91383,0.92231,0.038903,0.054608,"0"
"8826",-3.1507,2.4024,0.32659,1.0873,-0.071492,-0.051557,"0"
"8827",-0.54662,-0.30955,0.51854,1.0748,-0.07484,-0.12502,"0"
"8828",300.12,1.8168,1.8008,0.97176,0.0228,0.030375,"0"
"8829",0.92701,3.2606,0.41781,0.95898,0.069125,0.23489,"0"
"8830",-0.25715,0.94123,0.43528,0.98471,-0.13769,-0.019911,"0"
"8831",0.41885,0.30058,0.82021,0.95139,0.048607,0.29682,"0"
"8832",0.19147,0.13418,4.9619,0.98492,0.015079,0.16865,"0"
"8833",3.2927,2.9986,3.2922,0.75246,0.24754,0.88257,"0"
"8834",126.408070470857,17.919,10.545,0.6493,0.23309,0.5427,"0"
"8835",0.48645,0.17424,0.12374,0.76565,0.047314,0.06084,"1"
"8836",-0.17401,-0.08473,1.4057,1.0413,-0.041299,0.23748,"0"
"8837",-35.814,5.737,0.43515,1.2216,-0.2124,-0.89712,"0"
"8838",0,3.9682,1.7077,0.82081,0.18224,0.36306,"0"
"8839",0.9595,0.62162,1.9014,0.91195,0.088047,0.24328,"0"
"8840",4.1163,3.4454,1.5717,0.86686,0.16608,0.41024,"0"
"8841",11.914,3.6403,1.2604,0.89897,0.10405,0.27089,"0"
"8842",2659.3,5.4075,0.8334,0.73262,0.27889,1.0958,"0"
"8843",0.13255,0.12291,0.83675,0.98772,0.012284,0.24377,"0"
"8844",2.5576,2.8613,0.44653,0.95553,0.029143,0.2343,"0"
"8845",3.122,0.84229,0.37462,1.368,0.23839,0.37115,"0"
"8846",-1.2867,-0.20819,0.754,1.196,-0.196,-0.12592,"0"
"8847",3569.4,13.877,1.1497,0.96992,0.0074184,0.25554,"0"
"8848",267.87,3.6259,0.59483,0.95613,0.054538,0.09005,"0"
"8849",0.17448,0.15043,1.2283,0.98263,0.017373,0.23079,"0"
"8850",1.0132,0.13471,0.37809,0.90376,0.096239,0.087763,"0"
"8851",1.4954,1.8942,0.67146,0.97641,0.046445,0.086615,"0"
"8852",-0.078192,-0.031062,1.1296,1.0023,-0.002256,-0.029956,"0"
"8853",0.066918,0.014752,0.20285,0.97837,0.02163,0.072358,"0"
"8854",0,1.1859,0.45406,0.79375,0.25522,0.31926,"0"
"8855",79.053,22.99,5.9965,0.95227,0.037832,0.39445,"0"
"8856",23.911,3.1316,0.45716,0.9546,0.082557,0.15823,"0"
"8857",7.0014,5.6601,1.9689,0.89659,0.11328,0.31309,"0"
"8858",0,0.94301,1.1697,0.28039,0.7295,0.13544,"0"
"8859",1.5051,0.054589,1.1703,1.1173,-0.11728,0.051261,"0"
"8860",-1.7385,0.89252,0.54206,1.0094,-0.03295,-0.22865,"1"
"8861",-6.95833343846755,-0.36233,0.068915,1.2586,-0.25859,-0.22723,"1"
"8862",0.26805,0.056598,0.22236,0.96824,0.031756,-0.048707,"0"
"8863",2.3978,4.0933,8.7069,0.80217,0.19783,0.80837,"0"
"8864",0,6.0824,2.6625,0.71248,0.29563,0.30994,"0"
"8865",0.20322,4.2151,2.1014,0.99811,0.01313,0.24282,"0"
"8866",196.961146422147,5.4367,4.1525,0.86345,0.15847,0.33447,"0"
"8867",-2.7102,1.9353,0.11979,1.1609,-0.1283,-0.77697,"0"
"8868",0.7927,0.46951,0.23535,0.92634,0.073658,0.26559,"0"
"8869",4.5373,4.3182,1.3576,0.97194,0.033851,0.17658756198313,"0"
"8870",0.37909,0.081376,0.94909,0.98145,0.01855,0.20591,"0"
"8871",1.084,1.9306,1.4513,0.98977,0.081215,0.19101,"0"
"8872",4.1799,3.1555,1.0679,0.63765,0.35047,0.16244,"1"
"8873",79.226,4.5725,1.6493,0.89398,0.11108,0.78655,"0"
"8874",1.6704,0.228,0.85284,0.86092,0.13908,0.20035,"0"
"8875",-0.20477,-0.14253,1.2256,0.9717,0.028304,-0.030279,"0"
"8876",-0.22318,-0.046021,1.1365,1.0125,-0.012492,0.074466,"0"
"8877",0.91583,0.55444,4.1489,0.89678,0.10322,2.3361,"0"
"8878",2.1947,6.3767,14.644,0.81976,0.18024,0.58653,"0"
"8879",61.798,4.2667,1.3899,0.82685,0.17835,0.46705,"0"
"8880",0.62771,2.683,0.8701,0.99008,0.0080048,0.036816,"0"
"8881",1.1099,1.3158,0.23743,0.9976,0.0249,-0.010986,"0"
"8882",0.4875,0.20861,1.155,1.0077,-0.007687,0.50665,"0"
"8883",0.51913,0.49639,2.6509,1.0324,-0.032352,0.33674,"0"
"8884",1.34284858654308,0.06965,0.73367,0.97138,0.028624,0.016842,"1"
"8885",0.42495,0.14118,0.48953,0.95523,0.044768,0.16209,"0"
"8886",1.4678,0.77621,1.2963,1.1204,-0.12038,0.25956,"0"
"8887",0,4.5944,1.6988,1.0558,-0.047471,-1.0337,"0"
"8888",-1.1106,-0.25248,0.26768,1.1418,-0.14179,-0.83862,"0"
"8889",-13.793,3.6626,0.71919,1.1122,-0.10358,0.57778,"0"
"8890",0,2.0183,1.3064,0.71392,0.29786,0.037586,"0"
"8891",2.7073,1.3432,1.0322,0.85217,0.14383,0.095339,"0"
"8892",0.31589,0.24572,3.1289,0.96875,0.031249,0.16013,"0"
"8893",8.8226,6.224,0.81763,0.935,0.070399,0.66028,"0"
"8894",7.8913,7.5142,5.3047,0.94583,0.031015,0.29642,"0"
"8895",11.139,9.6554,10.023,1.0429,-0.042875,-0.092724,"0"
"8896",0,3.3707,1.8191,0.6781,0.32917,0.30011,"0"
"8897",4.5944,2.8913,0.20578,0.81355,0.18845,0.25843,"0"
"8898",-0.20056,-0.18983,1.8626,1.0325,-0.032534,0.018548,"0"
"8899",0.47529,0.23023,0.78781,0.97248,0.027518,0.36831,"0"
"8900",0.53175,0.18112,1.938,0.94522,0.054778,0.28867,"0"
"8901",5.1194,8.8061,2.9144,0.91942,0.09258,0.33618,"0"
"8902",0.11796,0.029758,0.38628,0.99019,0.0098137,0.23701,"0"
"8903",1.2996,1.4868,3.1384,0.88337,0.11663,0.37717,"0"
"8904",-0.45856,1.9125,0.44229,1.1723,-0.058777,0.75896,"1"
"8905",1.3032,0.28098,1.9896,0.89796,0.10204,0.35568,"0"
"8906",-63.798,2.4588,1.3471,1.2391,-0.6176,-0.22762,"0"
"8907",20.353,3.778,1.032,0.81025,0.20314,0.17373,"1"
"8908",0.19696,0.18012,2.4048,0.97795,0.022052,0.19353,"0"
"8909",0.18069,0.043553,0.74279,0.98397,0.016031,0.14755,"0"
"8910",0,20.665,11.891,0.77148,0.23082,0.32904,"0"
"8911",1.2582,0.15026,0.58642,0.8916,0.1084,-0.18601,"0"
"8912",2.3929,3.4108,1.6973,0.98034,0.023316,-0.13648,"0"
"8913",6.03,5.4749,0.68396,0.96925,0.03938,0.10456,"0"
"8914",-5.79144036153245,0.23632,0.14037,0.81113,0.20163,-0.0010506,"0"
"8915",72.8220399128276,1.9529,0.48554,0.8185,0.18192,0.28463,"0"
"8916",1.1446,4.9172,0.85654,0.99898,0.0089262,0.0030876,"0"
"8917",6.8047,3.5718,2.596,0.83893,0.22096,0.66487,"0"
"8918",0.3088,0.084036,0.65948,0.9713,0.028697,-0.28287,"0"
"8919",9.6653,3.7548,0.53936,0.94329,0.054642,0.35456,"0"
"8920",0.49589,0.081791,0.42539,0.95383,0.04617,0.12245,"0"
"8921",0.60213,0.12546,0.6251,0.97352,0.02648,0.21107,"0"
"8922",0.17689,0.12773,0.50226,0.98283,0.017165,0.20428,"0"
"8923",32,5.5933,2.0317,0.9833,0.01028,0.11266,"0"
"8924",23.936,3.1335,1.3869,0.71182,0.2982,1.3321,"0"
"8925",0,0,0.71717,0.076956,0.715171940341935,0.4099,"0"
"8926",52.202,11.286,3.3888,0.94068,0.036841,0.27545,"0"
"8927",9.3171157534877,0.52734,1.2177,0.94805,0.051947,0.18633,"1"
"8928",1.0413,9.6815,0.66819,0.99965,0.0095211,0.26008,"0"
"8929",0.3405,2.7846,0.54409,0.99831,0.0027205,0.023761,"0"
"8930",0.87054,0.75279,2.2425,0.92791,0.072087,0.58441,"0"
"8931",0.1089,9.3889,1.5782,0.98359,0.025052,-0.054657,"0"
"8932",0.37059,0.11776,0.65659,0.97435,0.025654,0.10569,"0"
"8933",0.66591,0.091644,0.3506,0.93979,0.060212,-0.10093,"0"
"8934",0,0.98124,0.8069,0.58781,0.413,0.040444,"0"
"8935",0.14545,0.049301,0.81726,0.97027,0.029726,0.077282,"0"
"8936",-17.927,0.21714,0.15006,1.2085,-0.29025,-0.059123,"0"
"8937",1.3231,3.4932,0.62733,0.99786,0.019799,0.025399,"0"
"8938",82.479,5.5431,1.8118,0.97229,0.026751,0.083469,"0"
"8939",2966.4,8.422,3.3664,0.85348,0.14759,0.55152,"0"
"8940",1.0373,1.9628,0.70195,0.99891,0.018581,0.1555,"0"
"8941",0.91928,3.5745,6.9516,0.9164,0.083598,0.52685,"0"
"8942",0,1.3924,1.1387,0.57153,0.43988,0.286675989595733,"0"
"8943",0.17871,0.071593,1.3878,0.98083,0.019173,0.33028,"0"
"8944",-3.9917,2.5489,0.83444,1.1032,-0.10988,-0.043139,"0"
"8945",11.931,3.2922,0.84397,0.82896,0.19418,0.51061,"0"
"8946",4.7121,5.8119,10.491,0.77628,0.22372,0.53967,"0"
"8947",25.5890177138888,0,0.83234,0.00086859,0.961016570189673,0.51071,"0"
"8948",0,3.6552,1.1127,0.7681,0.24992,0.199257046754505,"0"
"8949",0.60446,0.095335,0.17052,0.97352,0.026478,-0.016192,"0"
"8950",-1.2435,-2.0277,2.5236,0.95728,0.042717,0.25541,"0"
"8951",0.83278,0.25013,0.45385,0.9261,0.073896,0.32586,"0"
"8952",0.64801,0.18512,1.0193,0.93994,0.06006,0.16544,"0"
"8953",1.6952,1.5116,3.0011,0.8552,0.1448,0.60691,"0"
"8954",2.1696,1.2986,3.1481,0.82491,0.17509,0.6355,"0"
"8955",266.72,4.2076,2.1811,0.7333,0.25901,1.4558,"0"
"8956",0.074534,0.0521,0.76333,0.98832,0.011682,0.28576,"0"
"8957",0.2506,0.10966,1.4739,0.97025,0.029746,0.059734,"0"
"8958",7.8837,3.018,0.96143,0.98428,0.028406,0.87988,"0"
"8959",1.2795,2.1021,0.58701,0.9966,-0.19375,-0.40293,"0"
"8960",3.5956,1.4469,2.0806,0.74811,0.25189,1.1445,"0"
"8961",1.6082,0.30423,0.58389,0.85134,0.14866,0.49507,"0"
"8962",1.3021,2.3662,0.67268,0.99472,0.021517,-0.049584,"0"
"8963",0.44735,0.1006,0.49434,1.0016,-0.0015854,0.15969,"0"
"8964",1.8363,1.6422,0.38628,0.97083,0.0357,0.051685,"0"
"8965",0.5516,0.15307,0.87094,0.93924,0.060756,0.23785,"0"
"8966",-0.18874,10.48,3.8566,1.0224,0.0067672,0.19535,"0"
"8967",55.708,5.7575,1.0637,0.90176,0.098718,0.56064,"0"
"8968",0.257924726538088,0.7485,2.3109,1.0342,-0.032116,0.17156,"0"
"8969",-6.6035,2.5855,0.77175,1.1124,-0.029707,-0.31138,"0"
"8970",-20.3533317645365,7.4947,0.20988,1.0364,-0.036413,-1.0432,"0"
"8971",23.479,3.7651,2.1777,0.54247,0.4704,1.2143,"0"
"8972",-1.2734,0.63223,0.49258,0.79713,0.32119,-0.98786,"0"
"8973",2.4658,3.0048,0.76492,0.93545,0.10043,0.39525,"0"
"8974",27.027,3.4361,0.55287,0.90855,0.061838,0.16475,"0"
"8975",86.9896654517036,9.3364,2.0114,0.8722,0.11129,0.7698,"0"
"8976",2.0532,3.7171,0.45233,0.96826,0.05534,0.060682,"0"
"8977",0.15741,0.029479,0.54225,0.99383,0.00617,0.067041,"0"
"8978",-0.71023,-0.2175,0.37551,1.0788,-0.078785,-0.25948,"0"
"8979",1.1589,0.3814,1.2635,0.9867,0.097,0.0044459,"0"
"8980",15.679,6.3656,1.5896,0.90216,0.097306,0.71671,"0"
"8981",1.0457,0.56256,1.026,0.93123,0.068769,0.59046,"0"
"8982",6.9814,5.2268,0.24234,0.99561,0.0053151,0.029407,"0"
"8983",446.578717776537,4.7745,1.0081,0.98676,0.013912,0.058082,"0"
"8984",0.0662018277614297,1.3373,0.62346,0.8051,0.23528,-0.1056,"0"
"8985",73.921,4.7967,0.93402,0.97812,0.020732,0.13436,"0"
"8986",7.8644,6.4737,1.2189,0.95819,0.049195,0.51072,"0"
"8987",0,2.8414,2.1378,0.71637,0.31524,0.61514,"0"
"8988",63.686,9.229,2.3424,0.86925,0.11564,0.53579,"0"
"8989",7.4305,9.1152,2.1286,0.89595,0.10955,0.5807,"0"
"8990",844.26,32.371,12.581,0.81323,0.16334,0.3026,"0"
"8991",0.52592,0.82338,1.4414,0.79089,0.2504,0.008281,"0"
"8992",-6.5337,3.8926,3.5841,1.0893,-0.090942,-0.078218,"0"
"8993",9.7432,1.2863,0.69043,0.70721,-0.053165,0.46377,"0"
"8994",7.9642,2.9404,0.65082,0.90985,0.081656,0.59981,"0"
"8995",1.6273,2.577,0.99971,0.98546,0.03866,-0.0482,"0"
